"Column Name","Label"
"S0601_C02_046M","Margin of Error!!Native; born in state of residence!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$75,000 or more"
"S0601_C02_046MA","Annotation of Margin of Error!!Native; born in state of residence!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$75,000 or more"
"S0601_C02_047E","Estimate!!Native; born in state of residence!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!Median income (dollars)"
"S0601_C02_047M","Margin of Error!!Native; born in state of residence!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!Median income (dollars)"
"S0601_C02_047MA","Annotation of Margin of Error!!Native; born in state of residence!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!Median income (dollars)"
"S0601_C02_047EA","Annotation of Estimate!!Native; born in state of residence!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!Median income (dollars)"
"S0601_C02_048E","Estimate!!Native; born in state of residence!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined"
"S0601_C02_048EA","Annotation of Estimate!!Native; born in state of residence!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined"
"S0601_C02_048M","Margin of Error!!Native; born in state of residence!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined"
"S0601_C02_048MA","Annotation of Margin of Error!!Native; born in state of residence!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined"
"S0601_C02_049E","Estimate!!Native; born in state of residence!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!Below 100 percent of the poverty level"
"S0601_C02_049EA","Annotation of Estimate!!Native; born in state of residence!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!Below 100 percent of the poverty level"
"S0601_C02_049M","Margin of Error!!Native; born in state of residence!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!Below 100 percent of the poverty level"
"S0601_C02_049MA","Annotation of Margin of Error!!Native; born in state of residence!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!Below 100 percent of the poverty level"
"S0601_C02_050E","Estimate!!Native; born in state of residence!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!100 to 149 percent of the poverty level"
"S0601_C02_050M","Margin of Error!!Native; born in state of residence!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!100 to 149 percent of the poverty level"
"S0601_C02_050MA","Annotation of Margin of Error!!Native; born in state of residence!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!100 to 149 percent of the poverty level"
"S0601_C02_050EA","Annotation of Estimate!!Native; born in state of residence!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!100 to 149 percent of the poverty level"
"S0601_C02_051E","Estimate!!Native; born in state of residence!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!At or above 150 percent of the poverty level"
"S0601_C02_051EA","Annotation of Estimate!!Native; born in state of residence!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!At or above 150 percent of the poverty level"
"S0601_C02_051M","Margin of Error!!Native; born in state of residence!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!At or above 150 percent of the poverty level"
"S0601_C02_051MA","Annotation of Margin of Error!!Native; born in state of residence!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!At or above 150 percent of the poverty level"
"S0601_C02_052E","Estimate!!Native; born in state of residence!!PERCENT ALLOCATED!!Citizenship status"
"S0601_C02_052EA","Annotation of Estimate!!Native; born in state of residence!!PERCENT ALLOCATED!!Citizenship status"
"S0601_C02_052M","Margin of Error!!Native; born in state of residence!!PERCENT ALLOCATED!!Citizenship status"
"S0601_C02_052MA","Annotation of Margin of Error!!Native; born in state of residence!!PERCENT ALLOCATED!!Citizenship status"
"S0601_C02_053E","Estimate!!Native; born in state of residence!!PERCENT ALLOCATED!!Place of birth"
"S0601_C02_053EA","Annotation of Estimate!!Native; born in state of residence!!PERCENT ALLOCATED!!Place of birth"
"S0601_C02_053M","Margin of Error!!Native; born in state of residence!!PERCENT ALLOCATED!!Place of birth"
"S0601_C02_053MA","Annotation of Margin of Error!!Native; born in state of residence!!PERCENT ALLOCATED!!Place of birth"
"S0601_C03_001E","Estimate!!Native; born in other state in the U.S.!!Total population"
"S0601_C03_001M","Margin of Error!!Native; born in other state in the U.S.!!Total population"
"S0601_C03_001MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!Total population"
"S0601_C03_001EA","Annotation of Estimate!!Native; born in other state in the U.S.!!Total population"
"S0601_C03_002E","Estimate!!Native; born in other state in the U.S.!!Total population!!AGE!!Under 5 years"
"S0601_C03_002EA","Annotation of Estimate!!Native; born in other state in the U.S.!!Total population!!AGE!!Under 5 years"
"S0601_C03_002M","Margin of Error!!Native; born in other state in the U.S.!!Total population!!AGE!!Under 5 years"
"S0601_C03_002MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!Total population!!AGE!!Under 5 years"
"S0601_C03_003E","Estimate!!Native; born in other state in the U.S.!!Total population!!AGE!!5 to 17 years"
"S0601_C03_003EA","Annotation of Estimate!!Native; born in other state in the U.S.!!Total population!!AGE!!5 to 17 years"
"S0601_C03_003M","Margin of Error!!Native; born in other state in the U.S.!!Total population!!AGE!!5 to 17 years"
"S0601_C03_003MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!Total population!!AGE!!5 to 17 years"
"S0601_C03_004E","Estimate!!Native; born in other state in the U.S.!!Total population!!AGE!!18 to 24 years"
"S0601_C03_004EA","Annotation of Estimate!!Native; born in other state in the U.S.!!Total population!!AGE!!18 to 24 years"
"S0601_C03_004M","Margin of Error!!Native; born in other state in the U.S.!!Total population!!AGE!!18 to 24 years"
"S0601_C03_004MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!Total population!!AGE!!18 to 24 years"
"S0601_C03_005E","Estimate!!Native; born in other state in the U.S.!!Total population!!AGE!!25 to 44 years"
"S0601_C03_005EA","Annotation of Estimate!!Native; born in other state in the U.S.!!Total population!!AGE!!25 to 44 years"
"S0601_C03_005M","Margin of Error!!Native; born in other state in the U.S.!!Total population!!AGE!!25 to 44 years"
"S0601_C03_005MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!Total population!!AGE!!25 to 44 years"
"S0601_C03_006E","Estimate!!Native; born in other state in the U.S.!!Total population!!AGE!!45 to 54 years"
"S0601_C03_006EA","Annotation of Estimate!!Native; born in other state in the U.S.!!Total population!!AGE!!45 to 54 years"
"S0601_C03_006M","Margin of Error!!Native; born in other state in the U.S.!!Total population!!AGE!!45 to 54 years"
"S0601_C03_006MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!Total population!!AGE!!45 to 54 years"
"S0601_C03_007E","Estimate!!Native; born in other state in the U.S.!!Total population!!AGE!!55 to 64 years"
"S0601_C03_007M","Margin of Error!!Native; born in other state in the U.S.!!Total population!!AGE!!55 to 64 years"
"S0601_C03_007MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!Total population!!AGE!!55 to 64 years"
"S0601_C03_007EA","Annotation of Estimate!!Native; born in other state in the U.S.!!Total population!!AGE!!55 to 64 years"
"S0601_C03_008E","Estimate!!Native; born in other state in the U.S.!!Total population!!AGE!!65 to 74 years"
"S0601_C03_008M","Margin of Error!!Native; born in other state in the U.S.!!Total population!!AGE!!65 to 74 years"
"S0601_C03_008MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!Total population!!AGE!!65 to 74 years"
"S0601_C03_008EA","Annotation of Estimate!!Native; born in other state in the U.S.!!Total population!!AGE!!65 to 74 years"
"S0601_C03_009E","Estimate!!Native; born in other state in the U.S.!!Total population!!AGE!!75 years and over"
"S0601_C03_009M","Margin of Error!!Native; born in other state in the U.S.!!Total population!!AGE!!75 years and over"
"S0601_C03_009MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!Total population!!AGE!!75 years and over"
"S0601_C03_009EA","Annotation of Estimate!!Native; born in other state in the U.S.!!Total population!!AGE!!75 years and over"
"S0601_C03_010E","Estimate!!Native; born in other state in the U.S.!!Total population!!AGE!!Median age (years)"
"S0601_C03_010M","Margin of Error!!Native; born in other state in the U.S.!!Total population!!AGE!!Median age (years)"
"S0601_C03_010MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!Total population!!AGE!!Median age (years)"
"S0601_C03_010EA","Annotation of Estimate!!Native; born in other state in the U.S.!!Total population!!AGE!!Median age (years)"
"S0601_C03_011E","Estimate!!Native; born in other state in the U.S.!!Total population!!SEX!!Male"
"S0601_C03_011M","Margin of Error!!Native; born in other state in the U.S.!!Total population!!SEX!!Male"
"S0601_C03_011MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!Total population!!SEX!!Male"
"S0601_C03_011EA","Annotation of Estimate!!Native; born in other state in the U.S.!!Total population!!SEX!!Male"
"S0601_C03_012E","Estimate!!Native; born in other state in the U.S.!!Total population!!SEX!!Female"
"S0601_C03_012EA","Annotation of Estimate!!Native; born in other state in the U.S.!!Total population!!SEX!!Female"
"S0601_C03_012M","Margin of Error!!Native; born in other state in the U.S.!!Total population!!SEX!!Female"
"S0601_C03_012MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!Total population!!SEX!!Female"
"S0601_C03_013E","Estimate!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S0601_C03_013EA","Annotation of Estimate!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S0601_C03_013M","Margin of Error!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S0601_C03_013MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S0601_C03_014E","Estimate!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S0601_C03_014EA","Annotation of Estimate!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S0601_C03_014M","Margin of Error!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S0601_C03_014MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S0601_C03_015E","Estimate!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S0601_C03_015EA","Annotation of Estimate!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S0601_C03_015M","Margin of Error!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S0601_C03_015MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S0601_C03_016E","Estimate!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S0601_C03_016EA","Annotation of Estimate!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S0601_C03_016M","Margin of Error!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S0601_C03_016MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S0601_C03_017E","Estimate!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S0601_C03_017EA","Annotation of Estimate!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S0601_C03_017M","Margin of Error!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S0601_C03_017MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S0601_C03_018E","Estimate!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S0601_C03_018EA","Annotation of Estimate!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S0601_C03_018M","Margin of Error!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S0601_C03_018MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S0601_C03_019E","Estimate!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S0601_C03_019EA","Annotation of Estimate!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S0601_C03_019M","Margin of Error!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S0601_C03_019MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S0601_C03_020E","Estimate!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S0601_C03_020EA","Annotation of Estimate!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S0601_C03_020M","Margin of Error!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S0601_C03_020MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S0601_C03_021E","Estimate!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)"
"S0601_C03_021EA","Annotation of Estimate!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)"
"S0601_C03_021M","Margin of Error!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)"
"S0601_C03_021MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)"
"S0601_C03_022E","Estimate!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
"S0601_C03_022EA","Annotation of Estimate!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
"S0601_C03_022M","Margin of Error!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
"S0601_C03_022MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
"S0601_C03_023E","Estimate!!Native; born in other state in the U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over"
"S0601_C03_023EA","Annotation of Estimate!!Native; born in other state in the U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over"
"S0601_C03_023M","Margin of Error!!Native; born in other state in the U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over"
"S0601_C03_023MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over"
"S0601_C03_024E","Estimate!!Native; born in other state in the U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English"
"S0601_C03_024EA","Annotation of Estimate!!Native; born in other state in the U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English"
"S0601_C03_024M","Margin of Error!!Native; born in other state in the U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English"
"S0601_C03_024MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English"
"S0601_C03_025E","Estimate!!Native; born in other state in the U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English!!Speak English  "very well""
"S0601_C03_025EA","Annotation of Estimate!!Native; born in other state in the U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English!!Speak English  "very well""
"S0601_C03_025M","Margin of Error!!Native; born in other state in the U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English!!Speak English  "very well""
"S0601_C03_025MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English!!Speak English  "very well""
"S0601_C03_026E","Estimate!!Native; born in other state in the U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English!!Speak English less than "very well""
"S0601_C03_026EA","Annotation of Estimate!!Native; born in other state in the U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English!!Speak English less than "very well""
"S0601_C03_026M","Margin of Error!!Native; born in other state in the U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English!!Speak English less than "very well""
"S0601_C03_026MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English!!Speak English less than "very well""
"S0601_C03_027E","Estimate!!Native; born in other state in the U.S.!!MARITAL STATUS!!Population 15 years and over"
"S0601_C03_027EA","Annotation of Estimate!!Native; born in other state in the U.S.!!MARITAL STATUS!!Population 15 years and over"
"S0601_C03_027M","Margin of Error!!Native; born in other state in the U.S.!!MARITAL STATUS!!Population 15 years and over"
"S0601_C03_027MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!MARITAL STATUS!!Population 15 years and over"
"S0601_C03_028E","Estimate!!Native; born in other state in the U.S.!!MARITAL STATUS!!Population 15 years and over!!Never married"
"S0601_C03_028EA","Annotation of Estimate!!Native; born in other state in the U.S.!!MARITAL STATUS!!Population 15 years and over!!Never married"
"S0601_C03_028M","Margin of Error!!Native; born in other state in the U.S.!!MARITAL STATUS!!Population 15 years and over!!Never married"
"S0601_C03_028MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!MARITAL STATUS!!Population 15 years and over!!Never married"
"S0601_C03_029E","Estimate!!Native; born in other state in the U.S.!!MARITAL STATUS!!Population 15 years and over!!Now married, except separated"
"S0601_C03_029EA","Annotation of Estimate!!Native; born in other state in the U.S.!!MARITAL STATUS!!Population 15 years and over!!Now married, except separated"
"S0601_C03_029M","Margin of Error!!Native; born in other state in the U.S.!!MARITAL STATUS!!Population 15 years and over!!Now married, except separated"
"S0601_C03_029MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!MARITAL STATUS!!Population 15 years and over!!Now married, except separated"
"S0601_C03_030E","Estimate!!Native; born in other state in the U.S.!!MARITAL STATUS!!Population 15 years and over!!Divorced or separated"
"S0601_C03_030EA","Annotation of Estimate!!Native; born in other state in the U.S.!!MARITAL STATUS!!Population 15 years and over!!Divorced or separated"
"S0601_C03_030M","Margin of Error!!Native; born in other state in the U.S.!!MARITAL STATUS!!Population 15 years and over!!Divorced or separated"
"S0601_C03_030MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!MARITAL STATUS!!Population 15 years and over!!Divorced or separated"
"S0601_C03_031E","Estimate!!Native; born in other state in the U.S.!!MARITAL STATUS!!Population 15 years and over!!Widowed"
"S0601_C03_031EA","Annotation of Estimate!!Native; born in other state in the U.S.!!MARITAL STATUS!!Population 15 years and over!!Widowed"
"S0601_C03_031M","Margin of Error!!Native; born in other state in the U.S.!!MARITAL STATUS!!Population 15 years and over!!Widowed"
"S0601_C03_031MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!MARITAL STATUS!!Population 15 years and over!!Widowed"
"S0601_C03_032E","Estimate!!Native; born in other state in the U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S0601_C03_032EA","Annotation of Estimate!!Native; born in other state in the U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S0601_C03_032M","Margin of Error!!Native; born in other state in the U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S0601_C03_032MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S0601_C03_033E","Estimate!!Native; born in other state in the U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S0601_C03_033EA","Annotation of Estimate!!Native; born in other state in the U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S0601_C03_033M","Margin of Error!!Native; born in other state in the U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S0601_C03_033MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S0601_C03_034E","Estimate!!Native; born in other state in the U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S0601_C03_034EA","Annotation of Estimate!!Native; born in other state in the U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S0601_C03_034M","Margin of Error!!Native; born in other state in the U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S0601_C03_034MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S0601_C03_035E","Estimate!!Native; born in other state in the U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S0601_C03_035M","Margin of Error!!Native; born in other state in the U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S0601_C03_035MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S0601_C03_035EA","Annotation of Estimate!!Native; born in other state in the U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S0601_C03_036E","Estimate!!Native; born in other state in the U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree"
"S0601_C03_036EA","Annotation of Estimate!!Native; born in other state in the U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree"
"S0601_C03_036M","Margin of Error!!Native; born in other state in the U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree"
"S0601_C03_036MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree"
"S0601_C03_037E","Estimate!!Native; born in other state in the U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree"
"S0601_C03_037EA","Annotation of Estimate!!Native; born in other state in the U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree"
"S0601_C03_037M","Margin of Error!!Native; born in other state in the U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree"
"S0601_C03_037MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree"
"S0601_C03_038E","Estimate!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over"
"S0601_C03_038EA","Annotation of Estimate!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over"
"S0601_C03_038M","Margin of Error!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over"
"S0601_C03_038MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over"
"S0601_C03_039E","Estimate!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$1 to $9,999 or loss"
"S0601_C03_039M","Margin of Error!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$1 to $9,999 or loss"
"S0601_C03_039MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$1 to $9,999 or loss"
"S0601_C03_039EA","Annotation of Estimate!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$1 to $9,999 or loss"
"S0601_C03_040E","Estimate!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$10,000 to $14,999"
"S0601_C03_040EA","Annotation of Estimate!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$10,000 to $14,999"
"S0601_C03_040M","Margin of Error!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$10,000 to $14,999"
